Frame Index,Total Frame Time (ms),Deduced GPU Time (ms),FPS,CPU Usage (%),RAM (MB)
652,10.99,0.305,123.558,17.3123,53.3359
653,6.875,0.323,125.748,0,53.3359
654,9.203,0.299999,124.039,0,53.3359
655,11.971,0.347,119.989,0,53.3359
656,4.799,0.304,128.828,0,53.3359
657,6.18,0.29,132.126,0,53.3359
658,13.12,0.333,126.535,0,53.3359
659,4.624,0.295,135.508,0,53.3359
660,10.437,0.356999,131.539,0,53.3359
661,5.636,0.298,136.128,0,53.3359
662,4.526,0.321,144.61,0,53.3359
663,10.228,0.307,139.926,0,53.3359
664,6.857,0.33,140.517,0,53.3359
665,12.807,0.309,134.273,0,53.3359
666,9.287,0.31,131.614,0,53.3359
667,9.201,0.274,129.321,0,53.3359
668,7.878,0.305,129.082,0,53.3359
669,4.547,0.376,138.167,0,53.3359
670,10.343,0.288,134.018,0,53.3359
671,5.005,0.293,140.596,0,53.3359
672,11.522,0.311,135.216,0,53.3359
673,11.47,0.276,130.413,0,53.3359
674,10.369,0.288,127.016,0,53.3359
675,11.654,0.274,122.895,0,53.3359
676,8.913,0.32,121.825,0,53.3359
677,9.297,0.275001,120.398,0,53.3359
678,8.105,0.363,120.697,0,53.3359
679,12.974,0.463,116.335,0,53.3359
680,5.944,0.386,121.525,0,53.3359
681,11.062,0.329,118.412,0,53.3359
682,12.542,0.367001,114.544,0,53.3359
683,10.346,0.343,112.756,0,53.3359
684,5.515,0.356,119.612,0,53.3359
685,6.981,0.341,121.976,0,53.3359
686,10.18,0.287,119.601,0,53.3359
687,8.983,0.325001,118.773,0,53.3359
688,9.283,0.278999,117.668,0,53.3359
689,7.329,0.307,119.546,0,53.3359
690,7.84,0.317,120.346,0,53.3359
691,10.753,0.304,117.612,0,53.3359
692,12.097,0.316,114.117,0,53.3359
693,12.955,0.345,110.424,0,53.3359
694,13.838,0.28,106.608,0,53.3359
695,10.114,0.276,105.835,0,53.3359
696,6.063,0.326,111.745,0,53.3359
697,12.261,0.305,108.726,0,53.3359
698,8.477,0.36,109.65,0,53.3359
699,5.941,0.308,115.517,0,53.3359
700,5.542,0.322,122.01,0,53.3359
701,11.911,0.309,118.204,0,53.3359
702,10.04,0.347,116.344,0,53.3359
703,10.694,0.283,114.061,0,53.3359
704,6.986,0.274,116.969,0,53.3359
705,6.985,0.369,119.588,0,53.3359
706,9.24,0.322001,118.452,0,53.3359
707,11.97,0.292999,114.961,0,53.3359
708,5.752,0.313,120.85,0,53.3359
709,5.218,0.278,127.93,0,53.3359
710,13.221,0.306,122.7,0,53.3359
711,11.78,0.291,118.919,0,53.3359
712,10.028,0.322001,116.999,0,53.3359
713,8.732,0.304,116.752,0,53.3359
714,6.89,0.33,119.59,0,53.3359
715,11.469,0.279,116.35,0,53.3359
716,7.988,0.352,117.234,0,53.3359
717,12.957,0.307,113.229,0,53.3359
718,6.817,0.604,116.575,0,53.3359
719,9.525,0.297,115.416,0,53.3359
720,8.899,0.385,115.112,0,53.3359
721,4.438,0.298,126.133,0,53.3359
722,6.056,0.36,130.032,0,53.3359
723,8.286,0.303,129.098,0,53.3359
724,12.508,0.368999,124.183,0,53.3359
725,11.499,0.346,120.461,0,53.3359
726,10.981,0.301001,117.521,0,53.3359
727,13.024,0.323,113.447,0,53.3359
728,9.599,0.304001,112.52,0,53.3359
729,7.43,0.286,114.727,0,53.3359
730,6.06,0.326,119.756,0,53.3359
731,5.003,0.33,127.769,0,53.3359
732,13.012,0.286,122.677,0,53.3359
733,5.992,0.354,127.098,0,53.3359
734,5.037,0.316,134.241,0,53.3359
735,8.5,0.539,132.582,0.871197,53.3398
736,6.812,0.361,134.004,0,53.3398
737,7.347,0.209,134.214,0,53.3398
738,10.121,0.333,130.673,0,53.3398
739,12.509,0.337,125.6,7.80445,53.3398
740,12.718,0.555,120.903,0,53.3398
741,7.271,0.324,122.566,0,53.3398
742,9.327,0.349,121.031,0,53.3398
743,10.472,0.318999,118.477,0,53.3398
744,8.983,0.308001,117.762,0,53.3398
745,9.062,0.367,117.021,0,53.3398
746,6.983,0.359,119.639,0,53.3398
747,12.32,0.407001,115.792,0,53.3398
748,4.954,0.38,124.398,0,53.3398
749,6.502,0.372,127.339,0,53.3398
750,12.027,0.401999,122.919,0,53.3398
751,13.199,0.417,118.204,0,53.3398
752,13.017,0.570999,114.066,0,53.3398
753,6.089,0.337,119.082,0,53.3398
754,7.359,0.397,120.763,0,53.3398
755,5.716,0.315,126.181,0,53.3398
756,11.922,0.386001,121.951,0,53.3398
757,12.289,0.414,117.893,0,53.3398
758,9.01,0.367,117.203,0,53.3398
759,9.762,0.377,115.726,0,53.3398
760,8.761,0.352,115.568,0,53.3398
761,11.868,0.402,112.437,0,53.3398
762,9.267,0.377,111.984,0,53.3398
763,6.683,0.459,115.749,0,53.3398
764,11.099,0.383,113.184,0,53.3398
765,9.209,0.314,112.725,0,53.3398
766,9.741,0.323999,111.718,9.76328,53.3398
767,8.006,0.561,113.037,0,53.3398
768,13.146,0.371,109.34,0,53.3398
769,11.275,0.34,107.275,0,53.3398
770,7.736,0.324,109.474,0,53.3398
771,7.683,0.302,111.543,0,53.3398
772,5.724,0.301,117.859,0,53.3398
773,8.363,0.357,118.03,0,53.3398
774,5.69,0.306,123.802,0,53.3398
775,7.105,0.383,125.496,0,53.3398
776,5.436,0.371,131.343,0,53.3398
777,10.854,0.363,127.421,0,53.3398
778,7.729,0.324,127.618,0,53.3398
779,5.711,0.316,132.366,0,53.3398
780,8.244,0.348,131.259,0,53.3398
781,4.717,0.294,139.333,0,53.3398
782,9.329,0.322001,136.119,0,53.3398
783,7.838,0.33,135.266,24.4125,53.3398
784,6.869,0.396,136.297,0,53.3398
785,10.756,0.347,131.965,0,53.3398
786,9.254,0.326,129.574,0,53.3398
787,12.693,0.446,124.495,0,53.3398
788,11.644,0.319,120.634,0,53.3398
789,10.87,0.365001,117.77,0,53.3398
790,4.806,0.34,126.8,0,53.3398
791,11.395,0.385,122.896,0,53.3398
792,8.286,0.365,122.675,0,53.3398
793,4.712,0.336,131.63,0,53.3398
794,8.863,0.377001,129.75,0,53.3398
795,11.855,0.431,125.21,0,53.3398
796,5.705,0.342,130.218,0,53.3398
797,10.482,0.333,126.736,0,53.3398
798,12.344,0.362,122.163,0,53.3398
799,13.261,0.358,117.488,0,53.3398
800,10.812,0.359,114.988,0,53.3398
801,12.503,0.358999,111.487,0,53.3398
802,12.289,0.389,108.476,0,53.3398
803,8.769,0.342,109.032,0,53.3398
804,9.018,0.357,109.218,0,53.3398
805,8.763,0.304,109.708,10.8497,53.3398
806,7.34,0.315,112.361,0,53.3398
807,5.881,0.348,118.129,0,53.3398
808,4.465,0.315,128.712,0,53.3398
809,12.434,0.39,123.884,0,53.3398
810,9.809,0.396,121.69,0,53.3398
811,12.318,0.393001,117.639,0,53.3398
812,7.754,0.364,118.772,0,53.3398
813,7.357,0.383,120.487,0,53.3398
814,8.684,0.346999,119.954,0,53.3398
815,10.858,0.41,117.168,0,53.3398
816,6.735,0.357,120.299,0,53.3398
817,9.417,0.452001,118.888,0,53.3398
818,5.201,0.667,126.227,0,53.3398
819,10.522,0.399,123.108,0,53.3398
820,12.821,0.415001,118.597,0,53.3398
821,4.719,0.359,127.928,0,53.3398
822,9.851,0.381001,125.286,0,53.3398
823,5.868,0.336,129.799,0,53.3398
824,6.921,0.419,131.268,0,53.3398
825,7.721,0.402,131.093,0,53.3398
826,7.865,0.422,130.698,0,53.3398
827,4.845,0.369,138.268,39.0727,53.3398
828,5.768,0.34,141.779,0,53.3398
829,4.833,0.308,148.292,19.5316,53.3398
830,5.899,0.345,150.415,16.2823,53.3398
831,11.364,0.363,144.173,0,53.3398
832,12.399,0.419,137.821,0,53.3398
833,11.326,0.408,132.868,0,53.3398
834,6.884,0.479,134.108,0,53.3398
835,7.963,0.327,133.255,0,53.3398
836,13.299,0.353,127.449,0,53.3398
837,5.857,0.349,131.777,0,53.3398
838,6.47,0.395,134.056,0,53.3398
839,8.763,0.31,132.062,0,53.3398
840,10.784,0.315,128.129,0,53.3398
841,12.238,0.311,123.487,0,53.3398
842,7.412,0.353,124.63,0,53.3398
843,9.352,0.335999,122.86,0,53.3398
844,5.857,0.356,127.647,0,53.3398
845,9.954,0.384,124.929,0,53.3398
846,8.903,0.448,123.668,0,53.3398
847,7.362,0.494,124.885,0,53.3398
848,9.189,0.399,123.279,0,53.3398
849,8.897,0.476,122.191,0,53.3398
850,6.733,0.451,124.824,0,53.3398
851,8.76,0.453,123.757,0,53.3398
852,8.893,0.375,122.626,0,53.3398
853,4.972,0.355,130.476,0,53.3555
854,11.026,0.365001,126.498,0,53.3555
855,6.092,0.462,130.263,0,53.3555
856,9.899,0.356999,127.339,0,53.3555
857,8.995,0.366,125.722,0,53.3555
858,11.094,0.320001,122.164,0,53.3555
859,10.488,0.348001,119.482,0,53.3555
860,7.789,0.346,120.373,0,53.3555
861,8.992,0.543,119.456,0,53.3555
862,6.526,0.369,122.834,0,53.3555
863,8.795,0.394,121.921,0,53.3555
864,11.212,0.321,118.648,0,53.3555
865,10.87,0.361,115.982,0,53.3555
866,8.314,0.377,116.412,0,53.3555
867,5.711,0.309,122.281,0,53.3555
868,7.864,0.368,122.769,0,53.3555
869,6.546,0.303,125.769,0,53.3555
870,9.344,0.320001,123.894,0,53.3555
871,8.806,0.325001,122.86,0,53.3555
872,10.834,0.331,119.805,8.86744,53.3555
873,6.827,0.366,122.472,0,53.3555
874,11.855,0.427,118.66,0,53.3555
875,7.142,0.308,120.796,0,53.3555
876,9.312,0.311,119.455,10.2727,53.3555
877,5.309,0.32,126.345,0,53.3555
878,8.807,0.315,125.065,0,53.3555
879,8.867,0.385,123.837,0,53.3555
880,6.945,0.337,125.852,0,53.3555
881,10.14,0.337,123.129,0,53.3555
882,9.331,0.335,121.533,0,53.3555
883,5.816,0.313,126.573,0,53.3555
884,9.065,0.372,124.947,0,53.3555
885,7.734,0.31,125.383,0,53.3555
886,10.703,0.302999,122.188,0,53.3555
887,9.285,0.311001,120.739,10.27,53.3555
888,7.537,0.333,121.933,0,53.3555
889,9.871,0.395,119.87,0,53.3555
890,11.67,0.31,116.452,0,53.3555
891,5.789,0.305,122.081,0,53.3555
892,10.873,0.313999,119.07,8.84952,53.3555
893,7.914,0.449,119.799,0,53.3555
894,10.239,0.366,117.586,0,53.3555
895,12.734,0.443999,113.68,0,53.3555
896,10.642,0.318999,111.709,0,53.3555
897,12.386,0.347,108.611,0,53.3555
898,11.68,0.339,106.312,0,53.3555
899,6.736,0.3,110.526,0,53.3555
900,12.049,0.325,107.773,0,53.3555
901,8.972,0.325,108.142,0,53.3555
902,5.479,0.3,115.579,0,53.3555
903,10.048,0.335999,113.973,0,53.3555
904,7.227,0.302,116.413,0,53.3555
905,5.843,0.341,121.886,0,53.3555
906,8.73,0.321,121.152,0,53.3555
907,10.76,0.386,118.331,0,53.3555
908,12.296,0.371,114.63,0,53.3555
909,6.615,0.382,118.285,0.928586,53.3633
910,12.752,0.368,114.298,0,53.3633
911,8.653,0.389001,114.425,0,53.3633
912,9.212,0.326,113.838,0,53.3633
913,12.952,0.314,110.175,0,53.3633
914,7.848,0.301,111.899,0,53.3633
915,10.917,0.356,109.869,0,53.3633
916,6.873,0.388,113.432,0,53.3633
917,10.151,0.296,111.94,0,53.3633
918,6.256,0.293,116.731,0,53.3633
919,9.377,0.315001,115.722,0,53.3633
920,4.824,0.352,124.88,0,53.3633
921,12.509,0.348001,120.386,0,53.3633
922,10.188,0.323,118.163,0,53.3633
923,6.79,0.309,121.074,0,53.3633
924,13.445,0.372,116.404,0,53.3633
925,10.727,0.333,114.086,0,53.3633
926,4.702,0.279,123.945,0,53.3633
927,10.412,0.315001,121.155,0,53.3633
928,6.727,0.31,123.905,0,53.3633
929,7.357,0.523,125.107,0,53.3633
930,7.847,0.381,125.34,0,53.3633
931,10.765,0.332,122.095,0,53.3633
932,12.832,0.356,117.679,0,53.3633
933,9.408,0.396999,116.54,0,53.3633
934,12.247,0.332,113.051,0,53.3633
935,5.791,0.28,119.014,0,53.3633
936,5.851,0.282,124.204,0,53.3633
937,5.909,0.335,128.707,0,53.3633
938,5.782,0.295,133.131,0,53.3633
939,12.066,0.332001,128.106,0,53.3633
940,10.709,0.289001,124.633,0,53.3633
941,9.837,0.312,122.336,0,53.3633
942,4.816,0.295,130.866,0,53.3633
943,6,0.294,134.446,0,53.3633
944,10.868,0.324,130.203,8.87841,53.3633
945,5.795,0.298,134.439,0,53.3633
946,13.27,0.302,128.531,0,53.3633
947,6.791,0.303,130.403,0,53.3633
948,12.042,0.39,125.667,0,53.3633
949,12.718,0.301,120.963,0,53.3633
950,8.332,0.305,120.869,0,53.3633
951,12.302,0.297001,116.911,0,53.3633
952,9.313,0.316,115.957,0,53.3633
953,6.986,0.309,118.676,0,53.3633
954,6.981,0.296,121.133,0,53.3633
955,7.499,0.295,122.355,0,53.3633
956,12.025,0.317,118.435,0,53.3633
957,9.539,0.357,117.075,0,53.3633
958,11.765,0.353,113.867,0,53.3633
959,6.139,0.503,118.77,0,53.3633
960,9.818,0.322001,117.078,0,53.3633
961,7.781,0.349,118.222,0,53.3633
962,7.527,0.311,119.686,25.7995,53.3633
963,13.306,0.315001,115.232,0,53.3633
964,12.999,0.306,111.402,0,53.3633
965,5.039,0.358,120.107,0,53.3633
966,4.464,0.316,130.498,0,53.3633
967,4.756,0.308,138.474,0,53.3633
968,11.487,0.306,133.332,0,53.3633
969,5.801,0.375,137.237,0,53.3633
970,10.041,0.388,133.473,0,53.3633
971,6.896,0.317,134.627,0,53.3633
972,11.097,0.328,130.175,0,53.3633
973,7.969,0.315,129.706,0,53.3633
974,7.473,0.28,130.117,0,53.3633
975,8.024,0.313,129.568,12.211,53.3633
976,7.978,0.291,129.146,0,53.3633
977,9.12,0.402,127.196,0,53.3633
978,12.456,0.361,122.505,0,53.3633
979,8.935,0.29,121.446,0,53.3633
980,9.493,0.29,119.836,10.2735,53.3633
981,7.013,0.306,122.111,0,53.3633
982,13.019,0.333,117.581,0,53.3633
983,10.512,0.344,115.336,0,53.3633
984,8.435,0.276,115.658,0,53.3633
985,12.597,0.367,112.031,0,53.3633
986,8.783,0.337,112.213,0,53.3633
987,8.03,0.342,113.445,0,53.3633
988,5.955,0.331,118.893,0,53.3633
989,5.26,0.316,126.015,0,53.3633
990,12.009,0.327001,121.741,0,53.3633
991,5.508,0.33,127.722,0,53.3633
992,7.348,0.308,128.559,0,53.3633
993,4.959,0.269,135.869,0,53.3633
994,12.042,0.307,130.586,0,53.3633
995,12.485,0.292,125.537,0,53.3633
996,9.086,0.35,123.989,0,53.3633
997,5.97,0.336,128.341,0,53.3633
998,10.96,0.311001,124.631,0,53.3633
999,13.012,0.322001,119.853,0,53.3633
