Frame Index,Total Frame Time (ms),Deduced GPU Time (ms),FPS,CPU Usage (%),RAM (MB)
65,6.952,0.303,119.321,0,53.3359
66,4.439,0.291,129.917,0,53.3359
67,11.995,0.288,125.262,0,53.3359
68,13.669,0.31,120.051,0,53.3359
69,6.986,0.297,122.361,0,53.3359
70,7.797,0.303,122.95,0,53.3359
71,7.556,0.302,123.889,0,53.3359
72,11.996,0.302,119.837,0,53.3359
73,11.041,0.332,116.91,0,53.3359
74,9.054,0.336,116.264,0,53.3359
75,9.448,0.346001,115.222,0,53.3359
76,11.99,0.332,112.04,0,53.3359
77,9.45,0.338,111.418,0,53.3359
78,8.457,0.34,112.101,0,53.3359
79,12.381,0.301,108.967,0,53.3359
80,13.282,0.312,105.6,0,53.3359
81,12.453,0.369,103.07,0,53.3359
82,6.563,0.3,108,0,53.3359
83,10.467,0.285001,106.754,0,53.3359
84,7.917,0.289,108.709,0,53.3359
85,13.103,0.297,105.47,0,53.3359
86,5.005,0.305,114.903,0,53.3359
87,5.726,0.303,120.877,0,53.3359
88,9.054,0.313001,119.834,0,53.3359
89,4.497,0.308,130.088,0,53.3359
90,4.676,0.317,138.465,0,53.3359
91,11.581,0.384,133.253,0,53.3359
92,10.461,0.307,129.487,0,53.3359
93,8.126,0.3,128.845,0,53.3359
94,6.18,0.483,132.141,0,53.3359
95,10.47,0.327,128.478,0,53.3359
96,9.467,0.290999,126.194,0,53.3359
97,8.005,0.3,126.066,12.2067,53.3359
98,7.44,0.293,126.901,13.1066,53.3359
99,7.403,0.298,127.719,13.2007,53.3359
100,4.978,0.278,135.035,0,53.3359
101,13.257,0.327001,129.075,0,53.3359
102,6.804,0.372,130.865,0,53.3359
103,7.946,0.321,130.363,0,53.3359
104,12.424,0.332,125.376,0,53.3359
105,6.439,0.331,128.368,0,53.3359
106,7.614,0.294,128.665,0,53.3359
107,12.559,0.354,123.761,0,53.3359
108,8.7,0.324,122.879,0,53.3359
109,5.515,0.343,128.724,0,53.3359
110,11.975,0.323999,124.202,16.2758,53.3359
111,8.93,0.322,122.98,0,53.3359
112,7.497,0.318,124.021,0,53.3359
113,8.484,0.294,123.406,0,53.3359
114,8.993,0.292999,122.185,0,53.3359
115,4.405,0.306,132.668,0,53.3359
116,10.112,0.296,129.29,0,53.3359
117,6.984,0.286,130.68,0,53.3359
118,7.498,0.349,130.949,0,53.3359
119,9.505,0.325999,128.374,0,53.3359
120,5.51,0.335,133.686,0,53.3359
121,5.965,0.304,137.082,0,53.3359
122,4.976,0.284,143.47,0,53.3359
123,6.395,0.298,144.76,0,53.3359
124,7.636,0.308,143.38,0,53.3359
125,9.987,0.297,139.055,0,53.3359
126,8.456,0.309,136.975,23.1303,53.3359
127,7.106,0.303,137.351,0,53.3359
128,6.986,0.294,137.93,13.9509,53.3359
129,6.324,0.307,139.95,0,53.3359
130,10.255,0.304999,135.706,0,53.3359
131,13.018,0.29,129.817,0,53.3359
132,6.389,0.298,132.487,0,53.3359
133,9.592,0.289,129.664,0,53.3359
134,9.024,0.306,127.779,0,53.3359
135,11.996,0.302,123.337,0,53.3359
136,6.422,0.341,126.575,0,53.3359
137,12.65,0.285,121.823,0,53.3359
138,5.515,0.297,127.773,0,53.3359
139,10.111,0.511999,124.886,0,53.3359
140,5.782,0.298,129.692,0,53.3359
141,11.067,0.371,125.759,0,53.3359
142,12.382,0.309,121.259,7.84243,53.3359
143,7.619,0.318,122.258,0,53.3359
144,8.004,0.326,122.526,0,53.3359
145,11.636,0.334,118.868,0,53.3359
146,5.184,0.307,126.271,0,53.3359
147,12.989,0.295,121.343,0,53.3359
148,10.403,0.369,118.821,0,53.3359
149,9.925,0.299,117.015,9.76143,53.3359
150,9.955,0.29,115.358,9.80042,53.3359
151,12.774,0.306,111.651,0,53.3359
152,6.54,0.391,115.776,0,53.3359
153,4.462,0.295,126.61,0,53.3359
154,7.409,0.279,127.446,0,53.3359
155,5.846,0.28,131.807,0,53.3359
156,12.506,0.287,126.623,7.80557,53.3359
157,5.297,0.388,132.839,0,53.3359
158,4.382,0.307,142.376,0,53.3359
159,7.976,0.285,140.676,0,53.3359
160,13.015,0.354,134.292,0,53.3359
161,4.529,0.456,142.942,0,53.3359
162,11.906,0.311999,137.047,0,53.3359
163,11.458,0.325999,132.07,0,53.3359
164,5.489,0.334,137.081,0,53.3359
165,8.96,0.295,134.534,0,53.3359
166,12.711,0.575,128.948,0,53.3359
167,13.376,0.304,123.529,0,53.3359
168,7.979,0.288,123.709,0,53.3359
169,8.161,0.361,123.591,0,53.3359
170,11.546,0.355,119.893,0,53.3359
171,5.452,0.305,126.246,0,53.3359
172,9.985,0.294001,123.636,0,53.3359
173,6.772,0.35,126.039,0,53.3359
174,10.531,0.407,122.931,0,53.3359
175,5.123,0.362,130.158,0,53.3359
176,4.943,0.304,137.373,0,53.3359
177,11.461,0.357,132.361,0,53.3359
178,4.557,0.325,141.069,0,53.3359
179,11.871,0.295,135.386,0,53.3359
180,7.466,0.34,135.241,0,53.3359
181,7.552,0.318,134.959,0,53.3359
182,11.428,0.339,130.213,0,53.3359
183,4.492,0.328,139.454,0,53.3359
184,11.032,0.323,134.573,0,53.3359
185,9.387,0.292,131.769,0,53.3359
186,6.084,0.313,135.028,0,53.3359
187,13.202,0.515,129.1,0,53.3359
188,6.438,0.314,131.723,0,53.3359
189,8.521,0.324,130.286,0,53.3359
190,5.963,0.298,134.028,0,53.3359
191,11.134,0.429,129.606,0,53.3359
192,12.078,0.31,124.925,0,53.3359
193,4.977,0.295,132.525,0,53.3359
194,5.426,0.295,137.702,0,53.3359
195,6.42,0.325,139.509,0,53.3359
196,12.442,0.306,133.595,0,53.3359
197,13.012,0.316,127.921,0,53.3359
198,5.528,0.332,133.218,0,53.3359
199,13.043,0.339999,127.563,0,53.3359
200,9.018,0.303,125.896,0,53.3359
201,8.965,0.3,124.461,0,53.3359
202,11.934,0.306001,120.394,0,53.3359
203,9.385,0.304,119.01,0,53.3359
204,12.543,0.332999,115.082,0,53.3359
205,9.951,0.294,113.623,0,53.3359
206,6.085,0.29,118.694,0,53.3359
207,11.549,0.337,115.484,0,53.3359
208,9.685,0.288,114.261,0,53.3359
209,8.009,0.298,115.32,0,53.3359
210,7.793,0.287,116.62,0,53.3359
211,6.386,0.286,120.618,0,53.3359
212,7.916,0.283,121.189,0,53.3359
213,6.022,0.308,125.675,0,53.3359
214,10.829,0.312,122.342,0,53.3359
215,7.433,0.299,123.562,0,53.3359
216,12.51,0.311,119.199,0,53.3359
217,6.48,0.329,122.711,0,53.3359
218,10.042,0.504001,120.398,0,53.3359
219,9.291,0.296,119.122,0,53.3359
220,13.409,0.326,114.667,0,53.3359
221,8.993,0.327,114.32,0,53.3359
222,11.523,0.336,111.566,0,53.3359
223,4.999,0.299,120.414,0,53.3359
224,10.225,0.286,118.152,0,53.3359
225,10.111,0.396,116.227,0,53.3359
226,9.442,0.351,115.196,0,53.3359
227,8.42,0.309999,115.552,0,53.3359
228,7.02,0.333,118.242,0,53.3359
229,4.973,0.311,126.527,0,53.3359
230,6.625,0.296,128.968,0,53.3359
231,6.507,0.298,131.44,0,53.3359
232,7.976,0.281,130.833,0,53.3359
233,11.814,0.285999,126.214,0,53.3359
234,8.307,0.55,125.631,0,53.3359
235,10.375,0.292001,122.706,0,53.3359
236,5.435,0.324,128.835,0,53.3359
237,12.888,0.293,123.711,0,53.3359
238,5.007,0.302,131.312,0,53.3359
239,6.501,0.303,133.563,0,53.3359
240,6.421,0.332,135.78,0,53.3359
241,7.97,0.307,134.749,0,53.3359
242,10.407,0.304,130.883,0,53.3359
243,8.124,0.304,130.104,0,53.3359
244,8.202,0.505,129.286,0,53.3359
245,6.644,0.291,131.409,0,53.3359
246,8.49,0.332001,130.046,0,53.3359
247,7.611,0.33,130.18,0,53.3359
248,5.994,0.289,133.846,0,53.3359
249,8.434,0.32,132.318,0,53.3359
250,7.427,0.296,132.551,0,53.3359
251,5.004,0.304,139.28,0,53.3359
252,12.927,0.302,133.087,0,53.3359
253,9.455,0.346001,130.355,0,53.3359
254,6.503,0.335,132.697,0,53.3359
255,13.254,0.297,126.972,0,53.3359
256,6.98,0.283,128.602,0,53.3359
257,9.03,0.313001,126.816,0,53.3359
258,10.501,0.354,123.657,0,53.3359
259,10.488,0.304001,120.826,0,53.3359
260,6.985,0.291,123.06,0,53.3359
261,6.748,0.375,125.573,0,53.3359
262,8.516,0.394,124.758,0,53.3359
263,4.498,0.34,134.515,0,53.3359
264,8.204,0.311,133.252,0,53.3359
265,10.531,0.330999,129.423,0,53.3359
266,12.897,0.299,124.234,0,53.3359
267,8.432,0.342,123.67,0,53.3359
268,8.181,0.282001,123.527,0,53.3359
269,8.005,0.29,123.666,0,53.3359
270,5.857,0.533,128.373,0,53.3359
271,10.213,0.297999,125.327,0,53.3359
272,10.256,0.299,122.545,0,53.3359
273,4.945,0.343,130.513,0,53.3359
274,4.95,0.297,137.664,0,53.3359
275,5.995,0.281,140.578,0,53.3359
276,12.263,0.342999,134.675,0,53.3359
277,6.031,0.288,137.788,0,53.3359
278,12.085,0.323001,132.284,0,53.3359
279,8.963,0.307,130.213,0,53.3359
280,10.018,0.326,127.173,0,53.3359
281,13.07,0.356,122.107,0,53.3359
282,10.979,0.363999,119.005,0,53.3359
283,8.97,0.337,118.253,0,53.3359
284,11.481,0.298,115.137,0,53.3359
285,10.778,0.572001,112.902,0,53.3359
286,6.796,0.299,116.326,0,53.3359
287,6.114,0.285,121.049,0,53.3359
288,8.396,0.298,120.855,0,53.3359
289,5.728,0.284,126.228,0,53.3359
290,5.995,0.282,130.285,0,53.3359
291,11.489,0.356999,125.961,0,53.3359
292,10.497,0.364,122.891,0,53.3359
293,9.412,0.306,121.227,0,53.3359
294,10.499,0.356,118.629,9.34787,53.3359
295,12.022,0.293,115.084,0,53.3359
296,6.088,0.387,120.001,0,53.3359
297,7.62,0.326,121.125,0,53.3359
298,7.938,0.368,121.61,0,53.3359
299,7.937,0.31,122.048,0,53.3359
300,9.182,0.290999,120.734,0,53.3359
301,10.346,0.331,118.326,0,53.3359
302,7.948,0.282,119.075,0,53.3359
303,8.809,0.311,118.52,0,53.3359
304,7.496,0.306,120.008,0,53.3359
305,12.683,0.304,115.892,0,53.3359
306,8.49,0.29,116.081,0,53.3359
307,9.626,0.283,114.862,0,53.3359
308,10.523,0.303,112.879,0,53.3359
309,10.588,0.301,111.035,0,53.3359
310,12.413,0.302,107.988,0,53.3359
311,8.902,0.303,108.423,0,53.3359
312,9.057,0.362,108.621,0,53.3359
313,7.443,0.302,111.195,0,53.3359
314,10.499,0.375,109.6,0,53.3359
315,5.509,0.315,116.792,0,53.3359
316,12.065,0.362,113.401,0,53.3359
317,5.507,0.34,120.22,0,53.3359
318,4.499,0.337,130.425,0,53.3359
319,6.95,0.29,131.771,0,53.3359
320,7.498,0.288,131.931,0,53.3359
321,10.647,0.358,128.13,0,53.3359
322,8.606,0.329,126.937,0,53.3359
323,10.975,0.323999,123.355,0,53.3359
324,10.466,0.341,120.574,0,53.3359
325,7.76,0.3,121.403,0,53.3359
326,9.507,0.304001,119.781,0,53.3359
327,8.245,0.306,119.932,0,53.3359
328,11.994,0.302,116.276,0,53.3359
329,6.029,0.278,121.235,0,53.3359
330,7.015,0.297,123.367,0,53.3359
331,10.528,0.318001,120.529,0,53.3359
332,13.044,0.345,116.142,0,53.3359
333,12.962,0.359,112.243,0,53.3359
334,8.274,0.337,113.104,0,53.3359
335,12.472,0.285,109.812,0,53.3359
336,7.015,0.299,113.086,0,53.3359
337,7.044,0.348,115.974,0,53.3359
338,9.96,0.309999,114.417,0,53.3359
339,8.482,0.286,114.765,0,53.3359
340,9.06,0.348,114.326,0,53.3359
341,6.025,0.512,119.491,0,53.3359
342,8.452,0.315001,119.373,0,53.3359
343,10.976,0.298,116.547,0,53.3359
344,5.125,0.298,124.404,0,53.3359
345,10.586,0.296,121.41,0,53.3359
346,5.009,0.296,129.233,0,53.3359
347,12.056,0.287,124.604,0,53.3359
348,6.567,0.346,127.372,0,53.3359
349,9.477,0.341,125.186,0,53.3359
350,11.122,0.293,121.659,0,53.3359
351,12.062,0.356,117.784,0,53.3359
352,8.872,0.286,117.277,0,53.3359
353,7.586,0.35,118.731,0,53.3359
354,7.944,0.317,119.446,0,53.3359
355,13.381,0.308,114.975,0,53.3359
356,12.48,0.352,111.49,0,53.3359
357,13.395,0.302,107.807,0,53.3359
358,4.498,0.298,119.258,0,53.3359
359,8.459,0.329,119.154,11.5813,53.3359
360,8.151,0.3,119.507,0,53.3359
361,7.019,0.298,121.803,0,53.3359
362,10.466,0.341,119.178,0,53.3359
363,11.634,0.306001,115.855,0,53.3359
364,6.567,0.322,119.498,0,53.3359
365,8.4,0.313,119.453,0,53.3359
366,5.691,0.284,125.079,0,53.3359
367,12.054,0.327001,120.867,0,53.3359
368,8.996,0.327,119.896,0,53.3359
369,10.56,0.388,117.376,0,53.3359
370,9.62,0.304001,116.034,0,53.3359
371,13.228,0.516,111.99,0,53.3359
372,5.275,0.36,119.748,0,53.3359
373,11.063,0.305,116.813,0,53.3359
374,11.518,0.289001,113.814,0,53.3359
375,12.57,0.358,110.388,0,53.3359
376,8.9,0.3,110.585,0,53.3359
377,6.508,0.354,114.892,0,53.3359
378,6.173,0.36,119.602,0,53.3359
379,12.84,0.344,115.43,0,53.3359
380,6.535,0.383,119.189,0,53.3359
381,11.301,0.362,116.119,0,53.3359
382,7.945,0.308,117.094,0,53.3359
383,11.247,0.305,114.276,0,53.3359
384,12.301,0.301,110.978,0,53.3359
385,7.736,0.333,112.806,0,53.3359
386,7.945,0.282,114.112,0,53.3359
387,5.395,0.291,121.237,0,53.3359
388,8.697,0.288,120.611,0,53.3359
389,8.994,0.285,119.669,0,53.3359
390,8.123,0.302,120.013,0,53.3359
391,5.998,0.302,124.684,0,53.3359
392,10.825,0.298,121.453,0,53.3359
393,6.025,0.298,125.905,0,53.3359
394,5.487,0.311,131.54,0,53.3359
395,7.078,0.385,132.514,0,53.3359
396,12.477,0.356999,127.277,0,53.3359
397,12.417,0.336,122.603,0,53.3359
398,7.431,0.303,123.8,0,53.3359
399,4.557,0.311,133.364,0,53.3359
400,6.983,0.299,134.348,0,53.3359
401,8.01,0.311,133.398,0,53.3359
402,13.01,0.308,127.744,0,53.3359
403,11.727,0.302,123.497,0,53.3359
404,10.257,0.298,120.897,0,53.3359
405,8.429,0.287001,120.671,0,53.3359
406,8.453,0.302,120.434,0,53.3359
407,4.978,0.285,128.479,0,53.3359
408,13.013,0.304,123.316,0,53.3359
409,4.98,0.286,131.065,0,53.3359
410,10.526,0.330001,127.458,0,53.3359
411,8.032,0.312,127.163,0,53.3359
412,7.974,0.297,126.987,0,53.3359
413,6.867,0.284,128.851,0,53.3359
414,12.566,0.342,123.924,0,53.3359
415,6.651,0.322,126.567,0,53.3359
416,6.926,0.293,128.348,0,53.3359
417,12.506,0.292,123.51,0,53.3359
418,7.471,0.341,124.544,0,53.3359
419,6.197,0.318,128.226,0,53.3359
420,7.109,0.289,129.47,0,53.3359
421,6.089,0.284,132.946,0,53.3359
422,10.439,0.323999,129.231,0,53.3359
423,11.808,0.293,124.777,0,53.3359
424,12.027,0.326,120.614,0,53.3359
425,4.494,0.315,130.804,0,53.3359
426,8.523,0.37,129.457,0,53.3359
427,13.37,0.299,123.991,0,53.3359
428,8.995,0.297001,122.709,0,53.3359
429,8.519,0.355,122.176,0,53.3359
430,4.436,0.342,132.502,0,53.3359
431,8.242,0.3,131.384,0,53.3359
432,9.054,0.307,129.291,0,53.3359
433,6.296,0.291,132.245,0,53.3359
434,11.694,0.299,127.572,0,53.3359
435,6.991,0.289,129.119,0,53.3359
436,8.278,0.33,128.287,0,53.3359
437,7.582,0.292,128.647,0,53.3359
438,11.038,0.292,124.842,0,53.3359
439,7.466,0.344,125.752,0,53.3359
440,12.829,0.322,120.972,0,53.3359
441,12.778,0.345,116.701,0,53.3359
442,11.52,0.335,113.711,0,53.3359
443,8,0.336999,114.84,0,53.3359
444,9.565,0.288,113.811,0,53.3359
445,8.514,0.297999,114.175,0,53.3359
446,10.409,0.335999,112.365,0,53.3359
447,8.487,0.334,112.911,0,53.3359
448,10.708,0.306,110.959,0,53.3359
449,12.85,0.318,107.645,0,53.3359
450,10.26,0.351999,106.627,0,53.3359
451,10.558,0.411,105.436,0,53.3359
452,4.945,0.353,115.115,0,53.3359
453,7.457,0.31,117.013,0,53.3359
454,7.014,0.323,119.569,0,53.3359
455,8.367,0.287001,119.564,11.6159,53.3359
456,12.06,0.342999,115.899,0,53.3359
457,6.805,0.453,119.005,0,53.3359
458,8.091,0.301,119.464,0,53.3359
459,9.509,0.312,118.034,0,53.3359
460,9.026,0.327,117.309,0,53.3359
461,11.065,0.395,114.616,0,53.3359
462,12.452,0.324,111.185,0,53.3359
463,5.328,0.285,118.835,0,53.3359
464,10.046,0.298,116.906,0,53.3359
465,4.438,0.306,127.748,0,53.3359
466,12.928,0.375,122.708,0,53.3359
467,12.59,0.339,118.38,0,53.3359
468,8.969,0.311001,117.692,0,53.3359
469,8.456,0.327,117.749,0,53.3359
470,7.286,0.334,119.699,13.4143,53.3359
471,11.55,0.379,116.387,0,53.3359
472,7.428,0.339,118.211,0,53.3359
473,5.48,0.297,124.638,0,53.3359
474,9.236,0.29,123.001,0,53.3359
475,10.584,0.313,120.149,0,53.3359
476,9.178,0.298,119.03,0,53.3359
477,7.735,0.296,120.055,0,53.3359
478,9.023,0.305,119.133,0,53.3359
479,10.981,0.296,116.326,0,53.3359
480,11.966,0.304,113.05,0,53.3359
481,11.985,0.592,110.089,0,53.3359
482,6.159,0.301,115.317,0,53.3359
483,8.211,0.376,115.964,0,53.3359
484,12.419,0.294,112.419,0,53.3359
485,5.841,0.3,118.298,0,53.3359
486,7.17,0.308,120.415,0,53.3359
487,11.096,0.297,117.386,0,53.3359
488,7.499,0.287,118.982,0,53.3359
489,5.093,0.288,126.719,0,53.3359
490,12.356,0.302,122.14,0,53.3359
491,6.385,0.297,125.588,0,53.3359
492,8.635,0.319,124.61,11.3385,53.3359
493,10.71,0.294999,121.486,9.0931,53.3359
494,12.024,0.292999,117.654,0,53.3359
495,9.478,0.333,116.439,0,53.3359
496,6.147,0.301,121.064,0,53.3359
497,11.544,0.303,117.62,0,53.3359
498,8.366,0.282,117.811,0,53.3359
499,6.026,0.284,122.625,0,53.3359
500,5.522,0.305,128.471,0,53.3359
501,9.408,0.289,126.254,0,53.3359
502,7.107,0.351,127.699,0,53.3359
503,8.427,0.285999,126.796,0,53.3359
504,10.712,0.329,123.451,0,53.3359
505,10.872,0.314,120.304,0,53.3359
506,11.79,0.297,116.755,0,53.3359
507,12.356,0.299001,113.173,0,53.3359
508,5.956,0.311,118.646,0,53.3359
509,6.824,0.295,121.435,0,53.3359
510,10.187,0.38,119.108,0,53.3359
511,12.554,0.374001,115.163,0,53.3359
512,10.311,0.306001,113.345,0,53.3359
513,10.059,0.526,111.952,0,53.3359
514,7.666,0.319,113.801,0,53.3359
515,5.082,0.305,122.098,0,53.3359
516,10.925,0.292,119.042,0,53.3359
517,5.19,0.304,126.406,0,53.3359
518,12.538,0.297001,121.741,0,53.3359
519,10.357,0.294,119.222,0,53.3359
520,13.189,0.307,114.882,0,53.3359
521,11.615,0.29,112.003,0,53.3359
522,8.065,0.305,113.202,0,53.3359
523,8.798,0.316,113.248,0,53.3359
524,4.756,0.308,122.949,0,53.3359
525,13.925,0.318999,117.836,0,53.3359
526,6.986,0.312,120.367,13.8947,53.3359
527,6.652,0.33,123.363,0,53.3359
528,11.815,0.296,119.49,0,53.3359
529,8.99,0.316,118.665,0,53.3359
530,12.813,0.305,114.603,0,53.3359
531,10.074,0.316,113.069,0,53.3359
532,10.861,0.318,110.97,0,53.3359
533,12.266,0.291,108.025,0,53.3359
534,8.397,0.309,109.132,0,53.3359
535,5.822,0.303,115.395,0,53.3359
536,4.621,0.301,125.496,0,53.3359
537,10.952,0.312,122.077,0,53.3359
538,9.777,0.302,120.097,0,53.3359
539,8.791,0.288,119.463,0,53.3359
540,13.384,0.308001,114.988,0,53.3359
541,6.363,0.331,119.205,0,53.3359
542,11.841,0.3,115.73,0,53.3359
543,7.849,0.309,116.897,0,53.3359
544,11.286,0.302,114.068,0,53.3359
545,12.484,0.351999,110.672,0,53.3359
546,12.89,0.335999,107.362,0,53.3359
547,6.757,0.347,111.426,0,53.3359
548,7.311,0.337,113.961,0,53.3359
549,12.836,0.335,110.356,0,53.3359
550,7.818,0.286,112.111,0,53.3359
551,10.323,0.295,110.587,0,53.3359
552,13.424,0.525001,106.978,0,53.3359
553,12.709,0.314,104.148,0,53.3359
554,11.429,0.307,102.483,0,53.3359
555,8.974,0.299,103.378,0,53.3359
556,11.973,0.323,101.392,0,53.3359
557,11.946,0.518999,99.6242,0,53.3359
558,11.175,0.297,98.6103,0,53.3359
559,9.874,0.301,98.8769,0,53.3359
560,8.254,0.316,101.105,0,53.3359
561,5.298,0.298,109.869,0,53.3359
562,10.261,0.327001,108.628,0,53.3359
563,7.903,0.307,110.418,0,53.3359
564,12.383,0.285,107.452,0,53.3359
565,7.791,0.336,109.542,0,53.3359
566,12.695,0.34,106.465,0,53.3359
567,6.337,0.31,111.599,0,53.3359
568,9.576,0.309,110.882,0,53.3359
569,5.853,0.297,116.879,0,53.3359
570,6.518,0.378,120.533,0,53.3359
571,4.843,0.318,129.128,0,53.3359
572,6.418,0.316,131.797,0,53.3359
573,6.269,0.353,134.568,0,53.3359
574,9.711,0.324,131.409,0,53.3359
575,4.81,0.305,139.058,0,53.3359
576,8.45,0.294001,136.987,0,53.3359
577,6.255,0.295,139.275,15.0042,53.3359
578,8.648,0.295,136.911,0,53.3359
579,11.868,0.301001,131.646,8.11577,53.3359
580,10.841,0.309,127.706,0,53.3359
581,8.282,0.291,127.009,0,53.3359
582,12.398,0.289001,122.374,7.76337,53.3359
583,12.056,0.3,118.432,0,53.3359
584,12.568,0.476,114.545,0,53.3359
585,9.196,0.313,113.965,10.3747,53.3359
586,11.395,0.298,111.344,8.42947,53.3359
587,10.918,0.311,109.369,0,53.3359
588,12.837,0.323,106.222,0,53.3359
589,11.683,0.553,104.159,0,53.3359
590,8.038,0.312,106.184,0,53.3359
591,10.714,0.302,104.899,0,53.3359
592,4.847,0.35,115.041,0,53.3359
593,9.716,0.303,113.829,0,53.3359
594,13.115,0.301,110.071,0,53.3359
595,8.201,0.313,111.257,0,53.3359
596,5.973,0.303,116.874,0,53.3359
597,10.556,0.307,114.66,9.21155,53.3359
598,7.758,0.312,116.084,0,53.3359
599,8.425,0.302,116.345,0,53.3359
600,11.039,0.511,113.769,0,53.3359
601,7.374,0.326,115.953,0,53.3359
602,6.847,0.316,118.963,0,53.3359
603,8.758,0.321,118.485,0,53.3359
604,5.792,0.288,123.901,16.2668,53.3359
605,6.819,0.292,126.176,0,53.3359
606,10.842,0.292001,122.782,0,53.3359
607,7.748,0.292,123.41,0,53.3359
608,5.926,0.283,127.944,0,53.3359
609,7.135,0.268,129.165,0,53.3359
610,10.796,0.289,125.511,0,53.3359
611,8.819,0.299,124.299,0,53.3359
612,11.289,0.305,120.728,0,53.3359
613,7.683,0.284,121.671,0,53.3359
614,8.842,0.287,120.813,0,53.3359
615,9.783,0.304,118.954,9.7954,53.3359
616,7.171,0.389,121.003,0,53.3359
617,4.693,0.305,130.211,0,53.3359
618,8.49,0.29,128.969,0,53.3359
619,7.83,0.308,128.843,0,53.3359
620,9.085,0.297,126.966,0,53.3359
621,5.286,0.275,133.187,0,53.3359
622,8.728,0.34,131.326,0,53.3359
623,8.234,0.291,130.338,11.3566,53.3359
624,11.782,0.288,125.792,0,53.3359
625,7.794,0.293,126.043,0,53.3359
626,5.809,0.298,130.653,0,53.3359
627,11.228,0.298,126.494,0,53.3359
628,10.314,0.29,123.54,0,53.3359
629,8.699,0.36,122.682,0,53.3359
630,6.674,0.307,125.397,0,53.3359
631,12.008,0.311,121.185,0,53.3359
632,7.851,0.332,121.804,0,53.3359
633,10.584,0.308001,119.072,0,53.3359
634,5.767,0.303,124.505,16.2652,53.3359
635,4.789,0.316,132.935,19.4124,53.3359
636,4.581,0.502,141.471,0,53.3359
637,5.215,0.312,146.5,0,53.3359
638,9.272,0.348,142.635,0,53.3359
639,6.458,0.29,143.856,14.9333,53.3359
640,5.783,0.29,146.762,16.2758,53.3359
641,13.011,0.314,139.772,0,53.3359
642,5.948,0.332,142.607,0,53.3359
643,13.513,0.525,135.747,0,53.3359
644,8.462,0.685,133.99,0,53.3359
645,8.555,0.282,132.28,0,53.3359
646,9.579,0.284,129.491,0,53.3359
647,5.805,0.274,133.769,0,53.3359
648,7.759,0.343,133.28,0,53.3359
649,9.233,0.302,130.783,0,53.3359
650,6.81,0.326,132.389,0,53.3359
651,12.458,0.273,127.177,0,53.3359
